instance_id,n,family,capacity_mode,capacity,seed,selected_count,solution_density,residual_capacity,capacity_utilization,last_selected_position,first_skipped_position
479,20,AlmostEqualRatios,scaled,4551,42,11,0.550000,221,0.951439,19,10
480,20,AlmostEqualRatios,scaled,4335,42,9,0.450000,88,0.979700,10,8
481,20,AlmostEqualRatios,scaled,4958,42,12,0.600000,50,0.989915,15,11
482,20,AlmostEqualRatios,scaled,5011,42,10,0.500000,203,0.959489,17,8
483,20,AlmostEqualRatios,scaled,3844,42,12,0.600000,24,0.993757,12,11
484,20,AlmostEqualRatios,scaled,4711,42,10,0.500000,14,0.997028,13,8
485,20,AlmostEqualRatios,scaled,5885,42,9,0.450000,22,0.996262,11,7
486,20,AlmostEqualRatios,scaled,5550,42,12,0.600000,86,0.984505,16,11
487,20,AlmostEqualRatios,scaled,3946,42,15,0.750000,92,0.976685,19,12
488,20,AlmostEqualRatios,scaled,4189,42,12,0.600000,8,0.998090,19,6
489,20,AlmostEqualRatios,scaled,4461,42,10,0.500000,0,1.000000,11,8
490,20,AlmostEqualRatios,scaled,6335,42,11,0.550000,20,0.996843,17,8
491,20,AlmostEqualRatios,scaled,4594,42,9,0.450000,102,0.977797,13,6
492,20,AlmostEqualRatios,scaled,5754,42,12,0.600000,80,0.986097,17,10
493,20,AlmostEqualRatios,scaled,5195,42,10,0.500000,29,0.994418,10,9
494,20,AlmostEqualRatios,scaled,5681,42,11,0.550000,182,0.967963,14,10
495,20,AlmostEqualRatios,scaled,4563,42,12,0.600000,188,0.958799,18,11
496,20,AlmostEqualRatios,scaled,5217,42,10,0.500000,90,0.982749,14,8
497,20,AlmostEqualRatios,scaled,4576,42,10,0.500000,132,0.971154,10,8
498,20,AlmostEqualRatios,scaled,5156,42,9,0.450000,67,0.987005,10,8
499,20,AlmostEqualRatios,scaled,4851,42,10,0.500000,12,0.997526,17,8
500,50,Uncorrelated,scaled,13054,42,32,0.640000,152,0.988356,31,32
501,50,Uncorrelated,scaled,12056,42,30,0.600000,127,0.989466,29,30
502,50,Uncorrelated,scaled,12301,42,33,0.660000,58,0.995285,32,33
503,50,Uncorrelated,scaled,12076,42,34,0.680000,9,0.999255,36,32
504,50,Uncorrelated,scaled,13496,42,31,0.620000,329,0.975622,30,31
505,50,Uncorrelated,scaled,13362,42,30,0.600000,151,0.988699,29,30
506,50,Uncorrelated,scaled,12632,42,34,0.680000,29,0.997704,42,33
507,50,Uncorrelated,scaled,13701,42,31,0.620000,29,0.997883,31,30
508,50,Uncorrelated,scaled,13080,42,33,0.660000,23,0.998242,38,32
509,50,Uncorrelated,scaled,10271,42,31,0.620000,59,0.994256,35,30
510,50,Uncorrelated,scaled,13582,42,32,0.640000,44,0.996760,34,31
511,50,Uncorrelated,scaled,9366,42,34,0.680000,148,0.984198,33,34
512,50,Uncorrelated,scaled,11732,42,31,0.620000,47,0.995994,33,30
513,50,Uncorrelated,scaled,11526,42,34,0.680000,99,0.991411,37,33
514,50,Uncorrelated,scaled,14352,42,29,0.580000,79,0.994496,45,27
515,50,Uncorrelated,scaled,13799,42,29,0.580000,94,0.993188,44,28
516,50,Uncorrelated,scaled,13050,42,32,0.640000,17,0.998697,36,30
517,50,Uncorrelated,scaled,11985,42,31,0.620000,51,0.995745,30,31
518,50,Uncorrelated,scaled,11065,42,33,0.660000,17,0.998464,33,32
519,50,Uncorrelated,scaled,13580,42,30,0.600000,127,0.990648,32,29
520,50,Uncorrelated,scaled,11972,42,31,0.620000,104,0.991313,49,29
521,50,Uncorrelated,scaled,11658,42,31,0.620000,139,0.988077,31,30
522,50,Uncorrelated,scaled,10457,42,33,0.660000,192,0.981639,32,33
523,50,Uncorrelated,scaled,13619,42,30,0.600000,155,0.988619,30,29
524,50,Uncorrelated,scaled,11682,42,31,0.620000,10,0.999144,30,31
525,50,Uncorrelated,scaled,11977,42,31,0.620000,133,0.988895,43,29
526,50,Uncorrelated,scaled,12755,42,32,0.640000,85,0.993336,38,31
527,50,Uncorrelated,scaled,11376,42,35,0.700000,16,0.998594,37,34
528,50,Uncorrelated,scaled,12143,42,32,0.640000,188,0.984518,31,32
529,50,Uncorrelated,scaled,11941,42,33,0.660000,74,0.993803,42,31
530,50,Uncorrelated,scaled,12497,42,33,0.660000,114,0.990878,48,32
531,50,Uncorrelated,scaled,12278,42,32,0.640000,121,0.990145,46,30
532,50,Uncorrelated,scaled,12870,42,31,0.620000,152,0.988190,30,31
533,50,Uncorrelated,scaled,10066,42,33,0.660000,71,0.992947,34,31
534,50,Uncorrelated,scaled,12330,42,31,0.620000,174,0.985888,30,31
535,50,Uncorrelated,scaled,13131,42,33,0.660000,9,0.999315,38,32
536,50,Uncorrelated,scaled,11454,42,33,0.660000,136,0.988126,34,32
537,50,Uncorrelated,scaled,12578,42,33,0.660000,88,0.993004,42,32
538,50,Uncorrelated,scaled,13161,42,29,0.580000,15,0.998860,36,28
539,50,Uncorrelated,scaled,13682,42,32,0.640000,82,0.994007,37,29
540,50,Uncorrelated,scaled,10776,42,32,0.640000,15,0.998608,31,32
541,50,Uncorrelated,scaled,12289,42,33,0.660000,74,0.993978,45,32
542,50,Uncorrelated,scaled,12553,42,31,0.620000,98,0.992193,30,31
543,50,Uncorrelated,scaled,12001,42,31,0.620000,9,0.999250,42,30
544,50,Uncorrelated,scaled,14343,42,31,0.620000,38,0.997351,42,30
545,50,Uncorrelated,scaled,11465,42,29,0.580000,30,0.997383,28,29
546,50,Uncorrelated,scaled,14853,42,29,0.580000,103,0.993065,31,28
547,50,Uncorrelated,scaled,13339,42,31,0.620000,106,0.992053,31,30
548,50,Uncorrelated,scaled,12416,42,33,0.660000,169,0.986389,34,32
549,50,Uncorrelated,scaled,13052,42,33,0.660000,59,0.995480,36,32
550,50,Uncorrelated,scaled,13114,42,31,0.620000,79,0.993976,43,29
551,50,Uncorrelated,scaled,12072,42,33,0.660000,203,0.983184,32,33
552,50,Uncorrelated,scaled,11041,42,34,0.680000,157,0.985780,46,32
553,50,Uncorrelated,scaled,11215,42,31,0.620000,29,0.997414,30,31
554,50,Uncorrelated,scaled,12018,42,33,0.660000,15,0.998752,38,32
555,50,Uncorrelated,scaled,10674,42,33,0.660000,227,0.978733,32,33
556,50,Uncorrelated,scaled,12210,42,28,0.560000,25,0.997952,27,28
557,50,Uncorrelated,scaled,13393,42,31,0.620000,144,0.989248,31,30
558,50,Uncorrelated,scaled,11713,42,34,0.680000,9,0.999232,44,32
559,50,Uncorrelated,scaled,13294,42,29,0.580000,4,0.999699,30,28
560,50,Uncorrelated,scaled,13395,42,31,0.620000,72,0.994625,30,31
561,50,Uncorrelated,scaled,11131,42,29,0.580000,77,0.993082,28,29
562,50,Uncorrelated,scaled,12333,42,35,0.700000,16,0.998703,46,32
563,50,Uncorrelated,scaled,12196,42,29,0.580000,126,0.989669,29,28
564,50,Uncorrelated,scaled,11760,42,34,0.680000,15,0.998724,34,33
565,50,Uncorrelated,scaled,12565,42,31,0.620000,8,0.999363,34,30
566,50,Uncorrelated,scaled,12787,42,31,0.620000,105,0.991789,30,31
567,50,Uncorrelated,scaled,12482,42,33,0.660000,133,0.989345,32,33
568,50,Uncorrelated,scaled,12199,42,29,0.580000,55,0.995491,28,29
569,50,Uncorrelated,scaled,12261,42,30,0.600000,89,0.992741,33,29
570,50,Uncorrelated,scaled,10952,42,34,0.680000,50,0.995435,33,34
571,50,Uncorrelated,scaled,11998,42,32,0.640000,155,0.987081,35,31
572,50,Uncorrelated,scaled,11021,42,33,0.660000,131,0.988114,44,31
573,50,Uncorrelated,scaled,8545,42,36,0.720000,76,0.991106,37,35
574,50,Uncorrelated,scaled,13070,42,31,0.620000,53,0.995945,43,29
575,50,Uncorrelated,scaled,12926,42,31,0.620000,217,0.983212,31,29
576,50,Uncorrelated,scaled,12953,42,30,0.600000,163,0.987416,31,29
577,50,Uncorrelated,scaled,11044,42,34,0.680000,30,0.997284,36,33
578,50,Uncorrelated,scaled,13073,42,32,0.640000,24,0.998164,31,32
579,50,Uncorrelated,scaled,13077,42,32,0.640000,33,0.997476,37,30
580,50,Uncorrelated,scaled,12186,42,33,0.660000,80,0.993435,38,32
581,50,Uncorrelated,scaled,12176,42,33,0.660000,20,0.998357,33,32
582,50,Uncorrelated,scaled,13289,42,31,0.620000,58,0.995635,35,30
583,50,Uncorrelated,scaled,13507,42,30,0.600000,111,0.991782,33,29
584,50,Uncorrelated,scaled,13023,42,31,0.620000,23,0.998234,44,29
585,50,Uncorrelated,scaled,14209,42,30,0.600000,106,0.992540,31,29
586,50,Uncorrelated,scaled,12092,42,33,0.660000,58,0.995203,40,32
587,50,Uncorrelated,scaled,15382,42,30,0.600000,112,0.992719,29,30
588,50,Uncorrelated,scaled,11518,42,30,0.600000,14,0.998785,45,28
589,50,Uncorrelated,scaled,15891,42,29,0.580000,81,0.994903,41,28
590,50,Uncorrelated,scaled,12052,42,32,0.640000,151,0.987471,32,31
591,50,Uncorrelated,scaled,12329,42,34,0.680000,6,0.999513,37,33
592,50,Uncorrelated,scaled,11992,42,31,0.620000,88,0.992662,32,29
593,50,Uncorrelated,scaled,12596,42,30,0.600000,47,0.996269,31,29
594,50,Uncorrelated,scaled,11760,42,33,0.660000,161,0.986310,33,32
595,50,Uncorrelated,scaled,12080,42,32,0.640000,81,0.993295,31,32
596,50,Uncorrelated,scaled,13818,42,32,0.640000,208,0.984947,31,32
597,50,Uncorrelated,scaled,11114,42,33,0.660000,56,0.994961,38,32
598,50,Uncorrelated,scaled,13108,42,32,0.640000,10,0.999237,32,31
599,50,Uncorrelated,scaled,13281,42,31,0.620000,116,0.991266,41,30
600,50,WeaklyCorrelated,scaled,11384,42,26,0.520000,44,0.996135,48,24
601,50,WeaklyCorrelated,scaled,13077,42,27,0.540000,11,0.999159,49,25
602,50,WeaklyCorrelated,scaled,10865,42,26,0.520000,24,0.997791,49,24
603,50,WeaklyCorrelated,scaled,12049,42,28,0.560000,3,0.999751,49,23
604,50,WeaklyCorrelated,scaled,11679,42,25,0.500000,13,0.998887,48,23
605,50,WeaklyCorrelated,scaled,13578,42,25,0.500000,12,0.999116,30,23
606,50,WeaklyCorrelated,scaled,12767,42,26,0.520000,14,0.998903,33,25
607,50,WeaklyCorrelated,scaled,12937,42,22,0.440000,6,0.999536,21,22
608,50,WeaklyCorrelated,scaled,11660,42,29,0.580000,17,0.998542,49,27
609,50,WeaklyCorrelated,scaled,13066,42,26,0.520000,7,0.999464,49,25
610,50,WeaklyCorrelated,scaled,13371,42,27,0.540000,19,0.998579,49,24
611,50,WeaklyCorrelated,scaled,13646,42,25,0.500000,4,0.999707,33,23
612,50,WeaklyCorrelated,scaled,12194,42,28,0.560000,0,1.000000,49,26
613,50,WeaklyCorrelated,scaled,13069,42,25,0.500000,40,0.996939,48,23
614,50,WeaklyCorrelated,scaled,13599,42,28,0.560000,63,0.995367,49,25
615,50,WeaklyCorrelated,scaled,13065,42,26,0.520000,21,0.998393,29,24
616,50,WeaklyCorrelated,scaled,10603,42,25,0.500000,94,0.991135,34,24
617,50,WeaklyCorrelated,scaled,13832,42,28,0.560000,205,0.985179,49,27
618,50,WeaklyCorrelated,scaled,12981,42,31,0.620000,77,0.994068,48,29
619,50,WeaklyCorrelated,scaled,12448,42,27,0.540000,8,0.999357,47,25
620,50,WeaklyCorrelated,scaled,11468,42,24,0.480000,0,1.000000,49,23
621,50,WeaklyCorrelated,scaled,11640,42,23,0.460000,8,0.999313,44,21
622,50,WeaklyCorrelated,scaled,12868,42,28,0.560000,27,0.997902,47,25
623,50,WeaklyCorrelated,scaled,11693,42,26,0.520000,28,0.997605,46,24
624,50,WeaklyCorrelated,scaled,13718,42,28,0.560000,15,0.998907,48,26
625,50,WeaklyCorrelated,scaled,12444,42,28,0.560000,64,0.994857,49,25
626,50,WeaklyCorrelated,scaled,13178,42,28,0.560000,0,1.000000,49,24
627,50,WeaklyCorrelated,scaled,13396,42,29,0.580000,42,0.996865,48,25
628,50,WeaklyCorrelated,scaled,13492,42,25,0.500000,1,0.999926,34,23
629,50,WeaklyCorrelated,scaled,11108,42,31,0.620000,10,0.999100,47,26
630,50,WeaklyCorrelated,scaled,12991,42,30,0.600000,6,0.999538,49,25
631,50,WeaklyCorrelated,scaled,13422,42,29,0.580000,3,0.999776,48,25
632,50,WeaklyCorrelated,scaled,11754,42,27,0.540000,63,0.994640,49,24
633,50,WeaklyCorrelated,scaled,13973,42,27,0.540000,37,0.997352,44,25
634,50,WeaklyCorrelated,scaled,12706,42,26,0.520000,20,0.998426,28,25
635,50,WeaklyCorrelated,scaled,11902,42,28,0.560000,21,0.998236,48,25
636,50,WeaklyCorrelated,scaled,11984,42,26,0.520000,7,0.999416,44,23
637,50,WeaklyCorrelated,scaled,13352,42,25,0.500000,10,0.999251,49,24
638,50,WeaklyCorrelated,scaled,13955,42,28,0.560000,68,0.995127,44,27
639,50,WeaklyCorrelated,scaled,10450,42,29,0.580000,31,0.997033,42,27
640,50,WeaklyCorrelated,scaled,10770,42,28,0.560000,46,0.995729,48,26
641,50,WeaklyCorrelated,scaled,13799,42,24,0.480000,12,0.999130,48,22
642,50,WeaklyCorrelated,scaled,12303,42,29,0.580000,12,0.999025,41,26
643,50,WeaklyCorrelated,scaled,12247,42,26,0.520000,0,1.000000,43,24
644,50,WeaklyCorrelated,scaled,11882,42,27,0.540000,5,0.999579,49,25
645,50,WeaklyCorrelated,scaled,10594,42,30,0.600000,61,0.994242,49,25
646,50,WeaklyCorrelated,scaled,12256,42,29,0.580000,71,0.994207,49,25
647,50,WeaklyCorrelated,scaled,12342,42,29,0.580000,3,0.999757,48,26
648,50,WeaklyCorrelated,scaled,12844,42,24,0.480000,95,0.992604,49,23
649,50,WeaklyCorrelated,scaled,14105,42,27,0.540000,42,0.997022,48,24
650,50,WeaklyCorrelated,scaled,12648,42,29,0.580000,9,0.999288,48,27
651,50,WeaklyCorrelated,scaled,14010,42,23,0.460000,38,0.997288,25,22
652,50,WeaklyCorrelated,scaled,11913,42,31,0.620000,19,0.998405,49,27
653,50,WeaklyCorrelated,scaled,11661,42,28,0.560000,1,0.999914,42,27
654,50,WeaklyCorrelated,scaled,12709,42,25,0.500000,19,0.998505,47,23
655,50,WeaklyCorrelated,scaled,13958,42,26,0.520000,4,0.999713,44,24
656,50,WeaklyCorrelated,scaled,14013,42,26,0.520000,10,0.999286,47,25
657,50,WeaklyCorrelated,scaled,11409,42,27,0.540000,10,0.999123,47,24
658,50,WeaklyCorrelated,scaled,10337,42,25,0.500000,71,0.993131,44,24
659,50,WeaklyCorrelated,scaled,12268,42,30,0.600000,18,0.998533,49,26
660,50,WeaklyCorrelated,scaled,11642,42,26,0.520000,21,0.998196,45,24
661,50,WeaklyCorrelated,scaled,11313,42,26,0.520000,13,0.998851,47,23
662,50,WeaklyCorrelated,scaled,13685,42,27,0.540000,125,0.990866,49,26
663,50,WeaklyCorrelated,scaled,13489,42,24,0.480000,72,0.994662,44,22
664,50,WeaklyCorrelated,scaled,12873,42,27,0.540000,27,0.997903,48,24
665,50,WeaklyCorrelated,scaled,12586,42,27,0.540000,11,0.999126,49,24
666,50,WeaklyCorrelated,scaled,12580,42,29,0.580000,7,0.999444,48,27
667,50,WeaklyCorrelated,scaled,12812,42,27,0.540000,18,0.998595,48,24
668,50,WeaklyCorrelated,scaled,14207,42,27,0.540000,0,1.000000,48,25
669,50,WeaklyCorrelated,scaled,12273,42,29,0.580000,89,0.992748,47,26
670,50,WeaklyCorrelated,scaled,12767,42,26,0.520000,2,0.999843,42,24
671,50,WeaklyCorrelated,scaled,13188,42,25,0.500000,78,0.994086,24,25
672,50,WeaklyCorrelated,scaled,11636,42,21,0.420000,2,0.999828,22,20
673,50,WeaklyCorrelated,scaled,12640,42,27,0.540000,45,0.996440,26,27
674,50,WeaklyCorrelated,scaled,12194,42,26,0.520000,9,0.999262,49,25
675,50,WeaklyCorrelated,scaled,13935,42,26,0.520000,37,0.997345,45,24
676,50,WeaklyCorrelated,scaled,12928,42,28,0.560000,40,0.996906,49,25
677,50,WeaklyCorrelated,scaled,9830,42,29,0.580000,17,0.998271,48,26
678,50,WeaklyCorrelated,scaled,12110,42,31,0.620000,12,0.999009,49,28
679,50,WeaklyCorrelated,scaled,12241,42,29,0.580000,5,0.999592,48,28
680,50,WeaklyCorrelated,scaled,12707,42,29,0.580000,10,0.999213,37,28
681,50,WeaklyCorrelated,scaled,11704,42,27,0.540000,1,0.999915,42,24
682,50,WeaklyCorrelated,scaled,12410,42,25,0.500000,13,0.998952,40,23
683,50,WeaklyCorrelated,scaled,13519,42,24,0.480000,1,0.999926,47,21
684,50,WeaklyCorrelated,scaled,11225,42,27,0.540000,5,0.999555,49,24
685,50,WeaklyCorrelated,scaled,12137,42,26,0.520000,19,0.998435,49,23
686,50,WeaklyCorrelated,scaled,14159,42,27,0.540000,3,0.999788,32,25
687,50,WeaklyCorrelated,scaled,12697,42,28,0.560000,7,0.999449,48,27
688,50,WeaklyCorrelated,scaled,12738,42,25,0.500000,8,0.999372,47,21
689,50,WeaklyCorrelated,scaled,10735,42,28,0.560000,43,0.995994,49,25
690,50,WeaklyCorrelated,scaled,12205,42,26,0.520000,11,0.999099,38,25
691,50,WeaklyCorrelated,scaled,12614,42,26,0.520000,16,0.998732,47,24
692,50,WeaklyCorrelated,scaled,12962,42,24,0.480000,51,0.996065,25,23
693,50,WeaklyCorrelated,scaled,13288,42,28,0.560000,42,0.996839,48,25
694,50,WeaklyCorrelated,scaled,13150,42,24,0.480000,26,0.998023,48,22
695,50,WeaklyCorrelated,scaled,11692,42,24,0.480000,18,0.998460,48,22
696,50,WeaklyCorrelated,scaled,13754,42,28,0.560000,6,0.999564,49,25
697,50,WeaklyCorrelated,scaled,12125,42,27,0.540000,40,0.996701,46,24
698,50,WeaklyCorrelated,scaled,12585,42,27,0.540000,15,0.998808,49,26
699,50,WeaklyCorrelated,scaled,13435,42,27,0.540000,28,0.997916,42,26
700,50,StronglyCorrelated,scaled,11460,42,34,0.680000,285,0.975131,34,33
701,50,StronglyCorrelated,scaled,13938,42,31,0.620000,192,0.986225,33,30
702,50,StronglyCorrelated,scaled,12048,42,34,0.680000,148,0.987716,43,33
703,50,StronglyCorrelated,scaled,11557,42,31,0.620000,56,0.995154,30,31
704,50,StronglyCorrelated,scaled,12245,42,33,0.660000,72,0.994120,36,32
705,50,StronglyCorrelated,scaled,13877,42,32,0.640000,108,0.992217,39,31
706,50,StronglyCorrelated,scaled,11021,42,34,0.680000,73,0.993376,34,32
707,50,StronglyCorrelated,scaled,14264,42,30,0.600000,29,0.997967,32,29
708,50,StronglyCorrelated,scaled,12932,42,33,0.660000,171,0.986777,39,31
709,50,StronglyCorrelated,scaled,13133,42,33,0.660000,80,0.993908,37,32
710,50,StronglyCorrelated,scaled,13042,42,32,0.640000,90,0.993099,39,31
711,50,StronglyCorrelated,scaled,13884,42,30,0.600000,231,0.983362,34,29
712,50,StronglyCorrelated,scaled,11770,42,33,0.660000,227,0.980714,33,32
713,50,StronglyCorrelated,scaled,11636,42,33,0.660000,99,0.991492,33,32
714,50,StronglyCorrelated,scaled,10681,42,34,0.680000,264,0.975283,37,33
715,50,StronglyCorrelated,scaled,11553,42,33,0.660000,167,0.985545,32,33
716,50,StronglyCorrelated,scaled,12880,42,30,0.600000,96,0.992547,31,29
717,50,StronglyCorrelated,scaled,13599,42,32,0.640000,102,0.992499,38,31
718,50,StronglyCorrelated,scaled,11524,42,29,0.580000,53,0.995401,28,29
719,50,StronglyCorrelated,scaled,12404,42,33,0.660000,280,0.977427,32,33
720,50,StronglyCorrelated,scaled,13296,42,29,0.580000,50,0.996239,28,29
721,50,StronglyCorrelated,scaled,13311,42,30,0.600000,139,0.989558,31,28
722,50,StronglyCorrelated,scaled,9898,42,35,0.700000,46,0.995353,34,35
723,50,StronglyCorrelated,scaled,11901,42,33,0.660000,141,0.988152,32,33
724,50,StronglyCorrelated,scaled,11219,42,35,0.700000,208,0.981460,35,34
725,50,StronglyCorrelated,scaled,12687,42,32,0.640000,271,0.978640,31,32
726,50,StronglyCorrelated,scaled,12465,42,32,0.640000,87,0.993020,33,31
727,50,StronglyCorrelated,scaled,12148,42,32,0.640000,147,0.987899,31,32
728,50,StronglyCorrelated,scaled,13685,42,34,0.680000,370,0.972963,33,34
729,50,StronglyCorrelated,scaled,11434,42,31,0.620000,69,0.993965,32,30
730,50,StronglyCorrelated,scaled,12512,42,29,0.580000,157,0.987452,29,28
731,50,StronglyCorrelated,scaled,11940,42,32,0.640000,220,0.981575,31,32
732,50,StronglyCorrelated,scaled,12114,42,31,0.620000,264,0.978207,30,31
733,50,StronglyCorrelated,scaled,13096,42,31,0.620000,17,0.998702,34,30
734,50,StronglyCorrelated,scaled,15114,42,31,0.620000,48,0.996824,41,30
735,50,StronglyCorrelated,scaled,12583,42,32,0.640000,13,0.998967,43,31
736,50,StronglyCorrelated,scaled,13599,42,31,0.620000,258,0.981028,30,31
737,50,StronglyCorrelated,scaled,11378,42,33,0.660000,16,0.998594,32,33
738,50,StronglyCorrelated,scaled,11389,42,32,0.640000,74,0.993503,32,31
739,50,StronglyCorrelated,scaled,11131,42,34,0.680000,185,0.983380,41,33
740,50,StronglyCorrelated,scaled,12532,42,32,0.640000,47,0.996250,33,31
741,50,StronglyCorrelated,scaled,12966,42,30,0.600000,125,0.990359,30,29
742,50,StronglyCorrelated,scaled,12049,42,33,0.660000,130,0.989211,36,31
743,50,StronglyCorrelated,scaled,12230,42,29,0.580000,119,0.990270,28,29
744,50,StronglyCorrelated,scaled,12810,42,34,0.680000,135,0.989461,35,33
745,50,StronglyCorrelated,scaled,13827,42,32,0.640000,355,0.974326,31,32
746,50,StronglyCorrelated,scaled,12640,42,30,0.600000,16,0.998734,30,29
747,50,StronglyCorrelated,scaled,12080,42,32,0.640000,249,0.979387,31,32
748,50,StronglyCorrelated,scaled,11865,42,32,0.640000,17,0.998567,32,30
749,50,StronglyCorrelated,scaled,11029,42,34,0.680000,119,0.989210,34,33
750,50,StronglyCorrelated,scaled,13358,42,32,0.640000,59,0.995583,35,30
751,50,StronglyCorrelated,scaled,13320,42,31,0.620000,123,0.990766,30,31
752,50,StronglyCorrelated,scaled,10308,42,34,0.680000,51,0.995052,33,34
753,50,StronglyCorrelated,scaled,13102,42,31,0.620000,3,0.999771,30,31
754,50,StronglyCorrelated,scaled,12661,42,30,0.600000,111,0.991233,39,29
755,50,StronglyCorrelated,scaled,12195,42,32,0.640000,228,0.981304,31,32
756,50,StronglyCorrelated,scaled,12019,42,34,0.680000,122,0.989849,35,33
757,50,StronglyCorrelated,scaled,12361,42,32,0.640000,326,0.973627,31,32
758,50,StronglyCorrelated,scaled,11773,42,32,0.640000,28,0.997622,31,32
759,50,StronglyCorrelated,scaled,12418,42,34,0.680000,8,0.999356,40,33
760,50,StronglyCorrelated,scaled,11130,42,33,0.660000,121,0.989128,32,33
761,50,StronglyCorrelated,scaled,10943,42,31,0.620000,33,0.996984,30,31
762,50,StronglyCorrelated,scaled,14662,42,30,0.600000,14,0.999045,29,30
763,50,StronglyCorrelated,scaled,10511,42,33,0.660000,60,0.994292,36,32
764,50,StronglyCorrelated,scaled,11980,42,32,0.640000,39,0.996745,37,30
765,50,StronglyCorrelated,scaled,12532,42,32,0.640000,14,0.998883,31,32
766,50,StronglyCorrelated,scaled,12350,42,31,0.620000,42,0.996599,32,30
767,50,StronglyCorrelated,scaled,11046,42,33,0.660000,110,0.990042,33,32
768,50,StronglyCorrelated,scaled,12324,42,32,0.640000,96,0.992210,33,30
769,50,StronglyCorrelated,scaled,12237,42,33,0.660000,96,0.992155,34,32
770,50,StronglyCorrelated,scaled,11922,42,33,0.660000,98,0.991780,42,32
771,50,StronglyCorrelated,scaled,12951,42,33,0.660000,109,0.991584,32,33
772,50,StronglyCorrelated,scaled,13267,42,34,0.680000,223,0.983191,33,34
773,50,StronglyCorrelated,scaled,13179,42,32,0.640000,210,0.984066,31,32
774,50,StronglyCorrelated,scaled,12194,42,32,0.640000,71,0.994177,35,31
775,50,StronglyCorrelated,scaled,12152,42,32,0.640000,112,0.990783,43,30
776,50,StronglyCorrelated,scaled,13627,42,29,0.580000,114,0.991634,29,28
777,50,StronglyCorrelated,scaled,11455,42,34,0.680000,144,0.987429,33,34
778,50,StronglyCorrelated,scaled,12562,42,32,0.640000,25,0.998010,31,32
779,50,StronglyCorrelated,scaled,13750,42,30,0.600000,71,0.994836,29,30
780,50,StronglyCorrelated,scaled,13264,42,32,0.640000,90,0.993215,31,32
781,50,StronglyCorrelated,scaled,12395,42,31,0.620000,93,0.992497,43,30
782,50,StronglyCorrelated,scaled,11402,42,34,0.680000,173,0.984827,41,33
783,50,StronglyCorrelated,scaled,13099,42,32,0.640000,99,0.992442,41,31
784,50,StronglyCorrelated,scaled,12766,42,33,0.660000,208,0.983707,34,32
785,50,StronglyCorrelated,scaled,14385,42,28,0.560000,132,0.990824,27,28
786,50,StronglyCorrelated,scaled,10764,42,30,0.600000,104,0.990338,29,30
787,50,StronglyCorrelated,scaled,13812,42,30,0.600000,268,0.980597,29,30
788,50,StronglyCorrelated,scaled,12031,42,35,0.700000,38,0.996841,38,33
789,50,StronglyCorrelated,scaled,13731,42,33,0.660000,193,0.985944,46,32
790,50,StronglyCorrelated,scaled,12321,42,34,0.680000,149,0.987907,34,33
791,50,StronglyCorrelated,scaled,14411,42,32,0.640000,59,0.995906,40,31
792,50,StronglyCorrelated,scaled,11337,42,32,0.640000,67,0.994090,31,32
793,50,StronglyCorrelated,scaled,11580,42,35,0.700000,186,0.983938,36,33
794,50,StronglyCorrelated,scaled,11882,42,33,0.660000,31,0.997391,34,32
795,50,StronglyCorrelated,scaled,12217,42,32,0.640000,79,0.993534,31,32
796,50,StronglyCorrelated,scaled,11147,42,34,0.680000,185,0.983404,38,33
797,50,StronglyCorrelated,scaled,13581,42,33,0.660000,115,0.991532,37,31
798,50,StronglyCorrelated,scaled,13440,42,31,0.620000,60,0.995536,30,31
799,50,StronglyCorrelated,scaled,13765,42,31,0.620000,200,0.985470,32,30
800,50,InverseCorrelated,scaled,12511,42,35,0.700000,405,0.967628,34,35
801,50,InverseCorrelated,scaled,12780,42,36,0.720000,43,0.996635,35,36
802,50,InverseCorrelated,scaled,14012,42,34,0.680000,91,0.993506,33,34
803,50,InverseCorrelated,scaled,13364,42,34,0.680000,672,0.949716,33,34
804,50,InverseCorrelated,scaled,14162,42,34,0.680000,64,0.995481,33,34
805,50,InverseCorrelated,scaled,11472,42,36,0.720000,141,0.987709,35,36
806,50,InverseCorrelated,scaled,15246,42,32,0.640000,100,0.993441,31,32
807,50,InverseCorrelated,scaled,12231,42,35,0.700000,308,0.974818,34,35
808,50,InverseCorrelated,scaled,12197,42,35,0.700000,80,0.993441,34,35
809,50,InverseCorrelated,scaled,11738,42,35,0.700000,215,0.981683,34,35
810,50,InverseCorrelated,scaled,14314,42,33,0.660000,644,0.955009,32,33
811,50,InverseCorrelated,scaled,12609,42,35,0.700000,152,0.987945,34,35
812,50,InverseCorrelated,scaled,13162,42,34,0.680000,235,0.982146,33,34
813,50,InverseCorrelated,scaled,13631,42,33,0.660000,610,0.955249,32,33
814,50,InverseCorrelated,scaled,11203,42,36,0.720000,607,0.945818,35,36
815,50,InverseCorrelated,scaled,11474,42,35,0.700000,375,0.967317,34,35
816,50,InverseCorrelated,scaled,11762,42,35,0.700000,578,0.950859,34,35
817,50,InverseCorrelated,scaled,11972,42,36,0.720000,180,0.984965,35,36
818,50,InverseCorrelated,scaled,12015,42,35,0.700000,608,0.949397,34,35
819,50,InverseCorrelated,scaled,11852,42,35,0.700000,445,0.962454,34,35
820,50,InverseCorrelated,scaled,11866,42,36,0.720000,485,0.959127,35,36
