instance_id,n,family,capacity_mode,capacity,seed,capacity_density,cells_allocated,total_evaluations,include_count,exclude_count,tie_count,include_ratio,nonzero_value_states,zero_value_states,fill_rate,optimal_value,mean_cell_value,cell_value_variance,sum_improvement_amount,mean_improvement_amount,updates_per_cell
181,20,WeaklyCorrelated,scaled,5068,42,253.4000,5069,91243,57276,33829,138,0.627730,5068,1,0.999803,5370,2810.8459,2354991.3862,14248178,248.7635,11.299270
182,20,WeaklyCorrelated,scaled,5945,42,297.2500,5946,107029,65972,40930,127,0.616394,5942,4,0.999327,6317,3242.2977,3358183.3480,19278702,292.2255,11.095190
183,20,WeaklyCorrelated,scaled,4355,42,217.7500,4356,78410,50690,27036,684,0.646474,4340,16,0.996327,5000,2597.0429,2058413.5985,11312719,223.1746,11.636823
184,20,WeaklyCorrelated,scaled,4531,42,226.5500,4532,81577,42747,38691,139,0.524008,4451,81,0.982127,4968,2542.2489,2065848.1728,11521472,269.5270,9.432259
185,20,WeaklyCorrelated,scaled,4533,42,226.6500,4534,81613,53597,27927,89,0.656721,4528,6,0.998677,4786,2494.2770,1937777.4649,11309052,211.0016,11.821129
186,20,WeaklyCorrelated,scaled,5581,42,279.0500,5582,100478,65253,35143,82,0.649426,5574,8,0.998567,6180,3138.8370,3171104.7040,17520988,268.5085,11.689896
187,20,WeaklyCorrelated,scaled,5535,42,276.7500,5536,99649,59470,39982,197,0.596795,5419,117,0.978866,6029,3085.9494,3035677.3966,17083816,287.2678,10.742413
188,20,WeaklyCorrelated,scaled,5576,42,278.8000,5577,100387,61649,38568,170,0.614113,5427,150,0.973104,6021,3016.4488,3082292.5110,16822735,272.8793,11.054151
189,20,WeaklyCorrelated,scaled,4965,42,248.2500,4966,89389,62541,26805,43,0.699650,4942,24,0.995167,5391,2800.9710,2402452.0676,13909622,222.4081,12.593838
190,20,WeaklyCorrelated,scaled,4904,42,245.2000,4905,88291,58701,29455,135,0.664858,4896,9,0.998165,5531,2807.9549,2567141.1843,13773019,234.6301,11.967584
191,20,WeaklyCorrelated,scaled,5869,42,293.4500,5870,105661,57640,47360,661,0.545518,5819,51,0.991312,6264,3221.6460,3278213.5670,18911062,328.0892,9.819421
192,20,WeaklyCorrelated,scaled,4077,42,203.8500,4078,73405,37950,34573,882,0.516995,4067,11,0.997303,4328,2256.6268,1453228.1329,9202524,242.4908,9.306032
193,20,WeaklyCorrelated,scaled,5050,42,252.5000,5051,90919,59215,31346,358,0.651294,4982,69,0.986339,5578,2884.9212,2602171.0641,14571737,246.0819,11.723421
194,20,WeaklyCorrelated,scaled,5085,42,254.2500,5086,91549,56308,34815,426,0.615059,4961,125,0.975423,5583,2866.3268,2628802.2518,14578138,258.8999,11.071176
195,20,WeaklyCorrelated,scaled,5023,42,251.1500,5024,90434,51799,38479,156,0.572782,4965,59,0.988256,5560,2894.3571,2534390.2499,14541250,280.7245,10.310311
196,20,WeaklyCorrelated,scaled,4594,42,229.7000,4595,82711,51293,31067,351,0.620147,4541,54,0.988248,4887,2496.2992,1986342.4134,11470495,223.6269,11.162786
197,20,WeaklyCorrelated,scaled,4310,42,215.5000,4311,77600,47441,29503,656,0.611353,4269,42,0.990257,4938,2568.1777,1949868.6351,11071414,233.3723,11.004639
198,20,WeaklyCorrelated,scaled,4979,42,248.9500,4980,89642,56142,33353,147,0.626291,4966,14,0.997189,5310,2746.6705,2257160.6671,13678419,243.6397,11.273494
199,20,WeaklyCorrelated,scaled,5709,42,285.4500,5710,102781,61083,41494,204,0.594302,5556,154,0.973030,6203,3180.5228,3204530.1349,18160785,297.3132,10.697548
200,20,StronglyCorrelated,scaled,4543,42,227.1500,4544,81794,54592,24823,2379,0.667433,4543,1,0.999780,4626,2323.0748,1780359.0683,10556052,193.3626,12.014085
201,20,StronglyCorrelated,scaled,4679,42,233.9500,4680,84241,55940,26433,1868,0.664047,4679,1,0.999786,4759,2389.0628,1888038.1033,11180814,199.8715,11.952991
202,20,StronglyCorrelated,scaled,4508,42,225.4000,4509,81164,50948,27519,2697,0.627717,4472,37,0.991794,4578,2297.3176,1746217.5776,10358605,203.3172,11.299179
203,20,StronglyCorrelated,scaled,5219,42,260.9500,5220,93962,63120,27916,2926,0.671761,5195,25,0.995211,5304,2660.8879,2343120.7072,13889835,220.0544,12.091954
204,20,StronglyCorrelated,scaled,5212,42,260.6000,5213,93835,62021,28195,3619,0.660958,5189,24,0.995396,5288,2652.9319,2330503.8854,13829734,222.9847,11.897372
205,20,StronglyCorrelated,scaled,5947,42,297.3500,5948,107065,62422,40695,3948,0.583029,5866,82,0.986214,6013,3008.3018,3035298.7659,17893379,286.6518,10.494620
206,20,StronglyCorrelated,scaled,5543,42,277.1500,5544,99794,61888,35815,2091,0.620158,5538,6,0.998918,5625,2821.9042,2638182.7251,15644637,252.7895,11.163059
207,20,StronglyCorrelated,scaled,4592,42,229.6000,4593,82675,50207,30706,1762,0.607282,4575,18,0.996081,4667,2342.2776,1815447.9210,10758081,214.2745,10.931200
208,20,StronglyCorrelated,scaled,4879,42,243.9500,4880,87842,53797,31704,2341,0.612429,4842,38,0.992213,4962,2492.5533,2049947.9771,12163660,226.1029,11.023975
209,20,StronglyCorrelated,scaled,4491,42,224.5500,4492,80858,47940,30750,2168,0.592891,4450,42,0.990650,4568,2291.2464,1742285.6470,10292279,214.6908,10.672306
210,20,StronglyCorrelated,scaled,5107,42,255.3500,5108,91946,54486,33772,3688,0.592587,5052,56,0.989037,5196,2606.2477,2250184.7043,13312713,244.3327,10.666797
211,20,StronglyCorrelated,scaled,5031,42,251.5500,5032,90578,62813,25014,2751,0.693469,5003,29,0.994237,5101,2559.1516,2168378.2252,12877651,205.0157,12.482711
212,20,StronglyCorrelated,scaled,5382,42,269.1000,5383,96896,58801,36040,2055,0.606847,5325,58,0.989225,5469,2739.9677,2497338.6406,14749246,250.8333,10.923463
213,20,StronglyCorrelated,scaled,5360,42,268.0000,5361,96500,65077,29507,1916,0.674373,5344,17,0.996829,5442,2730.4915,2471913.3661,14638165,224.9361,12.138967
214,20,StronglyCorrelated,scaled,5198,42,259.9000,5199,93584,54830,36849,1905,0.585891,5140,59,0.988652,5289,2652.7836,2330317.7087,13791822,251.5379,10.546259
215,20,StronglyCorrelated,scaled,4393,42,219.6500,4394,79094,51936,25002,2156,0.656636,4269,125,0.971552,4472,2237.6063,1680524.6174,9832042,189.3107,11.819754
216,20,StronglyCorrelated,scaled,5591,42,279.5500,5592,100658,60269,37959,2430,0.598750,5584,8,0.998569,5674,2842.1677,2688802.6528,15893402,263.7077,10.777718
217,20,StronglyCorrelated,scaled,4190,42,209.5000,4191,75439,49352,24022,2065,0.654197,4169,22,0.994751,4256,2134.4460,1510858.3125,8945463,181.2584,11.775710
218,20,StronglyCorrelated,scaled,5052,42,252.6000,5053,90955,58325,30400,2230,0.641251,5027,26,0.994855,5124,2569.1178,2201265.6958,12981752,222.5761,11.542648
219,20,StronglyCorrelated,scaled,4979,42,248.9500,4980,89641,58323,28244,3074,0.650629,4906,74,0.985141,5055,2537.2394,2128401.2692,12635452,216.6461,11.711446
220,20,StronglyCorrelated,scaled,6818,42,340.9000,6819,122744,78642,39245,4857,0.640699,6586,233,0.965831,6891,3441.9057,4001700.9058,23470355,298.4456,11.532776
221,20,StronglyCorrelated,scaled,5338,42,266.9000,5339,96103,66624,27373,2106,0.693256,5323,16,0.997003,5417,2720.0657,2438206.8631,14522431,217.9760,12.478741
222,20,StronglyCorrelated,scaled,4646,42,232.3000,4647,83647,53240,26997,3410,0.636484,4615,32,0.993114,4705,2355.1631,1849298.3823,10944443,205.5681,11.456854
223,20,StronglyCorrelated,scaled,5638,42,281.9000,5639,101503,64225,35436,1842,0.632740,5618,21,0.996276,5733,2876.0170,2732020.9889,16217860,252.5163,11.389431
224,20,StronglyCorrelated,scaled,4426,42,221.3000,4427,79688,52490,25386,1812,0.658694,4426,1,0.999774,4504,2264.0849,1688405.3684,10023104,190.9526,11.856788
225,20,StronglyCorrelated,scaled,4565,42,228.2500,4566,82189,54558,25769,1862,0.663811,4515,51,0.988830,4650,2335.9109,1796182.7369,10665769,195.4941,11.948752
226,20,StronglyCorrelated,scaled,5415,42,270.7500,5416,97489,60558,34466,2465,0.621178,5399,17,0.996861,5498,2750.8844,2539346.0121,14898790,246.0251,11.181315
227,20,StronglyCorrelated,scaled,5704,42,285.2000,5705,102691,68270,32343,2078,0.664810,5607,98,0.982822,5782,2896.7143,2798395.0062,16525755,242.0647,11.966696
228,20,StronglyCorrelated,scaled,5019,42,250.9500,5020,90361,57915,30458,1988,0.640929,4985,35,0.993028,5096,2559.8048,2161653.2738,12850220,221.8807,11.536853
229,20,StronglyCorrelated,scaled,4120,42,206.0000,4121,74180,46998,25005,2177,0.633567,4085,36,0.991264,4187,2101.7765,1458741.6465,8661421,184.2934,11.404513
230,20,StronglyCorrelated,scaled,4903,42,245.1500,4904,88274,61949,24306,2019,0.701781,4883,21,0.995718,4973,2495.9144,2061744.7614,12239964,197.5813,12.632341
231,20,StronglyCorrelated,scaled,3413,42,170.6500,3414,61454,39875,19534,2045,0.648859,3397,17,0.995021,3492,1754.7654,1019062.0390,5990769,150.2387,11.679848
232,20,StronglyCorrelated,scaled,4125,42,206.2500,4126,74269,47273,24975,2021,0.636511,4067,59,0.985700,4198,2108.3800,1472614.0970,8699176,184.0200,11.457344
233,20,StronglyCorrelated,scaled,4267,42,213.3500,4268,76826,50382,24740,1704,0.655794,4233,35,0.991799,4356,2192.6584,1576473.9391,9358266,185.7462,11.804592
234,20,StronglyCorrelated,scaled,4138,42,206.9000,4139,74504,49735,22663,2106,0.667548,4134,5,0.998792,4228,2128.0290,1485086.5133,8807912,177.0969,12.016187
235,20,StronglyCorrelated,scaled,5258,42,262.9000,5259,94664,67836,25015,1813,0.716598,5242,17,0.996767,5345,2683.0097,2377789.7970,14109948,208.0009,12.899030
236,20,StronglyCorrelated,scaled,4111,42,205.5500,4112,74017,48349,23541,2127,0.653215,4085,27,0.993434,4209,2115.1279,1465889.6962,8697406,179.8880,11.758025
237,20,StronglyCorrelated,scaled,4991,42,249.5500,4992,89857,59709,27879,2269,0.664489,4990,2,0.999599,5079,2546.0389,2159533.3547,12709826,212.8628,11.960938
238,20,StronglyCorrelated,scaled,4071,42,203.5500,4072,73298,50637,21127,1534,0.690837,4023,49,0.987967,4167,2095.8200,1438245.3917,8534179,168.5364,12.435413
239,20,StronglyCorrelated,scaled,4465,42,223.2500,4466,80390,54385,23835,2170,0.676514,4459,7,0.998433,4544,2284.6449,1716592.7834,10203224,187.6110,12.177564
240,20,StronglyCorrelated,scaled,4536,42,226.8000,4537,81668,51831,27847,1990,0.634655,4495,42,0.990743,4613,2316.5219,1771246.1349,10510060,202.7756,11.424069
241,20,StronglyCorrelated,scaled,5270,42,263.5000,5271,94880,59157,34064,1659,0.623493,5141,130,0.975337,5365,2690.9380,2408196.1917,14183934,239.7676,11.223108
242,20,StronglyCorrelated,scaled,4740,42,237.0000,4741,85340,52890,29590,2860,0.619756,4736,5,0.998945,4801,2404.0129,1925963.4525,11397425,215.4930,11.155874
243,20,StronglyCorrelated,scaled,5590,42,279.5000,5591,100640,60934,36443,3263,0.605465,5494,97,0.982651,5652,2832.4370,2670556.9454,15836155,259.8903,10.898587
244,20,StronglyCorrelated,scaled,4461,42,223.0500,4462,80317,48847,28843,2627,0.608178,4447,15,0.996638,4519,2263.8996,1707435.8061,10101520,206.7992,10.947333
245,20,StronglyCorrelated,scaled,5201,42,260.0500,5202,93637,60090,29876,3671,0.641734,5150,52,0.990004,5277,2644.1788,2327712.6366,13755018,228.9069,11.551326
246,20,StronglyCorrelated,scaled,5189,42,259.4500,5190,93421,59004,31258,3159,0.631592,5131,59,0.988632,5260,2638.1118,2305235.2549,13691800,232.0487,11.368786
247,20,StronglyCorrelated,scaled,4016,42,200.8000,4017,72307,48516,22299,1492,0.670972,4015,2,0.999502,4104,2064.3062,1403232.0163,8292318,170.9192,12.077670
248,20,StronglyCorrelated,scaled,5536,42,276.8000,5537,99668,63189,33212,3267,0.633995,5449,88,0.984107,5617,2813.5597,2628073.4500,15578680,246.5410,11.412137
249,20,StronglyCorrelated,scaled,5231,42,261.5500,5232,94177,58788,32882,2507,0.624229,5157,75,0.985665,5321,2671.4392,2358778.7643,13976970,237.7521,11.236239
250,20,StronglyCorrelated,scaled,5347,42,267.3500,5348,96265,59703,33943,2619,0.620194,5303,45,0.991586,5429,2723.2487,2458102.5631,14563934,243.9397,11.163613
251,20,StronglyCorrelated,scaled,4553,42,227.6500,4554,81974,50989,28404,2581,0.622014,4545,9,0.998024,4638,2328.2872,1792383.0449,10603020,207.9472,11.196531
252,20,StronglyCorrelated,scaled,4651,42,232.5500,4652,83737,54310,27676,1751,0.648578,4627,25,0.994626,4734,2381.2962,1861299.1728,11077790,203.9733,11.674549
253,20,StronglyCorrelated,scaled,4964,42,248.2000,4965,89371,55021,31529,2821,0.615647,4933,32,0.993555,5048,2539.9728,2126087.4569,12610965,229.2028,11.081772
254,20,StronglyCorrelated,scaled,4439,42,221.9500,4440,79921,50864,27099,1958,0.636428,4400,40,0.990991,4513,2263.1376,1696098.0191,10048331,197.5529,11.455856
255,20,StronglyCorrelated,scaled,5408,42,270.4000,5409,97364,60946,33666,2752,0.625960,5363,46,0.991496,5498,2759.8835,2522171.6503,14928210,244.9416,11.267517
256,20,StronglyCorrelated,scaled,5099,42,254.9500,5100,91801,59680,29574,2547,0.650102,5037,63,0.987647,5173,2596.9545,2231761.5517,13244468,221.9247,11.701961
257,20,StronglyCorrelated,scaled,5576,42,278.8000,5577,100388,60716,36261,3411,0.604813,5503,74,0.986731,5666,2843.0066,2674489.2162,15855448,261.1412,10.886857
258,20,StronglyCorrelated,scaled,4824,42,241.2000,4825,86851,55414,29181,2256,0.638035,4795,30,0.993782,4896,2457.2110,2002927.0738,11856043,213.9539,11.484767
259,20,StronglyCorrelated,scaled,7164,42,358.2000,7165,128972,80374,44612,3986,0.623190,7099,66,0.990789,7243,3614.7524,4443350.3314,25899701,322.2398,11.217585
260,20,StronglyCorrelated,scaled,5878,42,293.9000,5879,105824,67344,35609,2871,0.636377,5767,112,0.980949,5940,2978.3894,2954240.6657,17509951,260.0076,11.455009
261,20,StronglyCorrelated,scaled,5707,42,285.3500,5708,102745,64209,36179,2357,0.624936,5669,39,0.993167,5789,2905.9653,2790103.2742,16587250,258.3322,11.248949
262,20,StronglyCorrelated,scaled,5281,42,264.0500,5282,95078,58108,33082,3888,0.611161,5180,102,0.980689,5346,2676.7872,2390723.5564,14138790,243.3192,11.001136
263,20,StronglyCorrelated,scaled,4701,42,235.0500,4702,84638,50487,31307,2844,0.596505,4689,13,0.997235,4786,2399.3186,1914401.8653,11281596,223.4555,10.737346
264,20,StronglyCorrelated,scaled,6320,42,316.0000,6321,113780,68242,41941,3597,0.599771,6315,6,0.999051,6396,3200.4113,3431150.1529,20229800,296.4421,10.796077
265,20,StronglyCorrelated,scaled,5217,42,260.8500,5218,93926,54474,36554,2898,0.579967,5136,82,0.984285,5300,2652.2144,2355838.3846,13839255,254.0525,10.439632
266,20,StronglyCorrelated,scaled,6240,42,312.0000,6241,112339,73662,35913,2764,0.655712,6110,131,0.979010,6314,3157.4179,3349369.9388,19705445,267.5117,11.802916
267,20,StronglyCorrelated,scaled,4461,42,223.0500,4462,80318,56345,21679,2294,0.701524,4332,130,0.970865,4533,2274.2837,1722094.9639,10147854,180.1021,12.627745
268,20,StronglyCorrelated,scaled,5376,42,268.8000,5377,96788,61031,33770,1987,0.630564,5344,33,0.993863,5464,2743.5254,2484359.0383,14751936,241.7122,11.350381
269,20,StronglyCorrelated,scaled,5187,42,259.3500,5188,93385,56390,33639,3356,0.603844,5184,4,0.999229,5249,2627.5490,2311881.7179,13631724,241.7401,10.869314
270,20,StronglyCorrelated,scaled,5249,42,262.4500,5250,94501,53380,38422,2699,0.564862,5150,100,0.980952,5323,2666.5952,2376716.7640,13999625,262.2635,10.167619
271,20,StronglyCorrelated,scaled,5609,42,280.4500,5610,100981,61218,36592,3171,0.606233,5573,37,0.993405,5685,2848.0654,2706817.2868,15977647,260.9959,10.912299
272,20,StronglyCorrelated,scaled,4144,42,207.2000,4145,74611,46061,26420,2130,0.617349,4103,42,0.989867,4215,2114.4593,1483205.9145,8764434,190.2788,11.112425
273,20,StronglyCorrelated,scaled,5462,42,273.1000,5463,98335,56395,39267,2673,0.573499,5222,241,0.955885,5540,2767.6828,2601852.8485,15119851,268.1062,10.323083
274,20,StronglyCorrelated,scaled,5512,42,275.6000,5513,99236,60990,35533,2713,0.614596,5506,7,0.998730,5596,2804.1596,2611554.3573,15459332,253.4732,11.062942
275,20,StronglyCorrelated,scaled,6060,42,303.0000,6061,109099,68050,38536,2513,0.623745,6035,26,0.995710,6140,3080.3917,3148792.2742,18670254,274.3608,11.227520
276,20,StronglyCorrelated,scaled,5609,42,280.4500,5610,100982,64801,33664,2517,0.641708,5537,73,0.986988,5702,2861.4560,2711130.7140,16052768,247.7241,11.550980
277,20,StronglyCorrelated,scaled,4587,42,229.3500,4588,82586,55528,25205,1853,0.672366,4561,27,0.994115,4686,2358.6079,1825260.6381,10821293,194.8799,12.102877
278,20,StronglyCorrelated,scaled,4199,42,209.9500,4200,75601,49315,23551,2735,0.652306,4180,20,0.995238,4276,2144.6476,1526157.7758,9007520,182.6527,11.741667
279,20,StronglyCorrelated,scaled,4377,42,218.8500,4378,78806,46328,30925,1553,0.587874,4344,34,0.992234,4452,2236.2798,1650418.7758,9790433,211.3286,10.582001
280,20,StronglyCorrelated,scaled,4900,42,245.0000,4901,88219,50666,34609,2944,0.574321,4827,74,0.984901,4980,2497.2406,2076089.7922,12238976,241.5619,10.337890
281,20,StronglyCorrelated,scaled,4944,42,247.2000,4945,89012,55517,31409,2086,0.623702,4932,13,0.997371,5019,2523.0259,2088239.5039,12476363,224.7305,11.226896
282,20,StronglyCorrelated,scaled,5303,42,265.1500,5304,95473,52521,40159,2793,0.550114,5280,24,0.995475,5380,2694.4135,2420956.0992,14291169,272.1039,9.902149
283,20,StronglyCorrelated,scaled,5038,42,251.9000,5039,90703,53974,34122,2607,0.595063,4992,47,0.990673,5127,2573.2399,2180989.4644,12966556,240.2371,10.711252
284,20,StronglyCorrelated,scaled,5664,42,283.2000,5665,101971,59961,37768,4242,0.588020,5568,97,0.982877,5743,2874.9993,2760202.3435,16286871,271.6244,10.584466
285,20,StronglyCorrelated,scaled,4545,42,227.2500,4546,81829,53986,25778,2065,0.659742,4487,59,0.987022,4623,2323.3594,1780412.0138,10561992,195.6432,11.875495
286,20,StronglyCorrelated,scaled,5137,42,256.8500,5138,92485,62018,27695,2772,0.670574,5122,16,0.996886,5213,2615.9410,2260222.7165,13440705,216.7226,12.070455
287,20,StronglyCorrelated,scaled,4945,42,247.2500,4946,89030,58513,27221,3296,0.657228,4900,46,0.990700,5030,2529.0206,2096276.1771,12508536,213.7736,11.830368
288,20,StronglyCorrelated,scaled,6178,42,308.9000,6179,111224,61621,46159,3444,0.554026,6142,37,0.994012,6254,3131.1259,3268326.3709,19347227,313.9713,9.972649
289,20,StronglyCorrelated,scaled,6198,42,309.9000,6199,111584,67974,41683,1927,0.609173,6073,126,0.979674,6278,3137.6364,3316426.0239,19450208,286.1419,10.965317
290,20,StronglyCorrelated,scaled,5079,42,253.9500,5080,91441,58244,30734,2463,0.636957,5048,32,0.993701,5160,2588.5380,2229196.1108,13149773,225.7704,11.465354
291,20,StronglyCorrelated,scaled,4969,42,248.4500,4970,89462,57794,29786,1882,0.646017,4961,9,0.998189,5055,2541.9956,2130353.8125,12633718,218.5991,11.628571
292,20,StronglyCorrelated,scaled,5643,42,282.1500,5644,101593,65262,33333,2998,0.642387,5592,52,0.990787,5736,2874.2573,2754406.6606,16222308,248.5720,11.563076
293,20,StronglyCorrelated,scaled,4733,42,236.6500,4734,85214,54070,28568,2576,0.634520,4681,53,0.988804,4815,2416.7974,1935607.7885,11441119,211.5983,11.421631
294,20,StronglyCorrelated,scaled,6583,42,329.1500,6584,118513,68093,46551,3869,0.574561,6497,87,0.986786,6670,3340.1116,3724473.4877,21991295,322.9597,10.342193
295,20,StronglyCorrelated,scaled,3703,42,185.1500,3704,66674,39586,25186,1902,0.593725,3702,2,0.999460,3784,1897.2038,1206196.1029,7027243,177.5184,10.687365
296,20,StronglyCorrelated,scaled,5411,42,270.5500,5412,97417,56763,38700,1954,0.582681,5266,146,0.973023,5497,2752.1404,2539787.7349,14894584,262.3995,10.488359
297,20,StronglyCorrelated,scaled,4740,42,237.0000,4741,85340,55121,27200,3019,0.645899,4733,8,0.998313,4822,2420.3162,1935224.1268,11474719,208.1733,11.626450
298,20,StronglyCorrelated,scaled,4984,42,249.2000,4985,89732,56438,30711,2583,0.628962,4972,13,0.997392,5066,2543.0465,2140020.5090,12677087,224.6197,11.321565
299,20,StronglyCorrelated,scaled,5320,42,266.0000,5321,95780,62192,31846,1742,0.649321,5269,52,0.990227,5425,2721.4520,2457176.7837,14480846,232.8410,11.688029
300,20,InverseCorrelated,scaled,5834,42,291.7000,5835,105032,66931,38101,0,0.637244,5817,18,0.996915,7504,5362.6509,2998741.2137,31291068,467.5123,11.470608
301,20,InverseCorrelated,scaled,5335,42,266.7500,5336,96050,71363,24687,0,0.742978,5311,25,0.995315,8733,6362.2076,3547517.3864,33948740,475.7191,13.373876
302,20,InverseCorrelated,scaled,4361,42,218.0500,4362,78518,54627,23891,0,0.695726,4357,5,0.998854,9893,7232.7685,4221035.4251,31549336,577.5411,12.523384
303,20,InverseCorrelated,scaled,4353,42,217.6500,4354,78373,55109,23264,0,0.703163,4324,30,0.993110,9723,7178.7193,4584215.6093,31256144,567.1695,12.657097
304,20,InverseCorrelated,scaled,6541,42,327.0500,6542,117758,72661,45097,0,0.617037,6504,38,0.994191,6608,5217.4358,1944471.6681,34132465,469.7495,11.106848
305,20,InverseCorrelated,scaled,5784,42,289.2000,5785,104131,73448,30683,0,0.705342,5755,30,0.994814,7921,6194.9362,3405221.4685,35837706,487.9330,12.696283
306,20,InverseCorrelated,scaled,5285,42,264.2500,5286,95149,66327,28822,0,0.697086,5237,49,0.990730,7947,5444.6022,3900643.4348,28780167,433.9133,12.547673
307,20,InverseCorrelated,scaled,5965,42,298.2500,5966,107389,72147,35242,0,0.671829,5919,47,0.992122,6734,5044.5662,2322363.6704,30095882,417.1467,12.093027
308,20,InverseCorrelated,scaled,4855,42,242.7500,4856,87409,63082,24327,0,0.721688,4854,2,0.999588,9199,6817.3392,3108999.1426,33104999,524.7931,12.990527
309,20,InverseCorrelated,scaled,5292,42,264.6000,5293,95276,71292,23984,0,0.748268,5292,1,0.999811,8435,6451.8339,3185844.6327,34149557,479.0097,13.469110
310,20,InverseCorrelated,scaled,5562,42,278.1000,5563,100135,69347,30788,0,0.692535,5526,37,0.993349,8144,6297.3076,2998040.4582,35031922,505.1685,12.465756
311,20,InverseCorrelated,scaled,4573,42,228.6500,4574,82334,61457,20779,98,0.746435,4573,1,0.999781,9845,7715.0450,4508013.8992,35288616,574.2001,13.436161
312,20,InverseCorrelated,scaled,4892,42,244.6000,4893,88076,67695,20125,256,0.768598,4861,32,0.993460,9532,6910.5467,5466365.6940,33813305,499.4949,13.835071
313,20,InverseCorrelated,scaled,5341,42,267.0500,5342,96157,60753,35404,0,0.631810,5301,41,0.992325,8944,6733.4616,4175958.3155,35970152,592.0720,11.372707
314,20,InverseCorrelated,scaled,4889,42,244.4500,4890,88021,60438,27583,0,0.686632,4832,58,0.988139,9402,7347.8004,3985067.3630,35930744,594.5058,12.359509
315,20,InverseCorrelated,scaled,4408,42,220.4000,4409,79364,57283,22081,0,0.721776,4394,15,0.996598,9960,7073.4035,4864458.5628,31186636,544.4309,12.992289
316,20,InverseCorrelated,scaled,5266,42,263.3000,5267,94807,62134,32673,0,0.655374,5228,39,0.992595,8403,6586.2369,3687712.0711,34689710,558.3048,11.796848
317,20,InverseCorrelated,scaled,4882,42,244.1000,4883,87896,58353,29366,177,0.663887,4865,18,0.996314,8616,6376.3885,3584052.2277,31135905,533.5785,11.950236
318,20,InverseCorrelated,scaled,4608,42,230.4000,4609,82963,57496,25467,0,0.693032,4601,8,0.998264,9684,7146.8418,4018832.2768,32939794,572.9058,12.474723
319,20,InverseCorrelated,scaled,4294,42,214.7000,4295,77311,53921,23390,0,0.697456,4226,69,0.983935,9819,6415.1197,6624969.2355,27552939,510.9872,12.554366
320,20,InverseCorrelated,scaled,5121,42,256.0500,5122,92198,66166,26032,0,0.717651,5106,16,0.996876,8530,6560.0636,4041697.9456,33600646,507.8234,12.918001
321,20,InverseCorrelated,scaled,4588,42,229.4000,4589,82604,56550,26054,0,0.684592,4586,3,0.999346,9594,6449.3079,5231277.1353,29595874,523.3576,12.322946
322,20,InverseCorrelated,scaled,5334,42,266.7000,5335,96032,63939,32093,0,0.665809,5298,37,0.993065,8828,6754.3295,4086799.3103,36034348,563.5738,11.984817
323,20,InverseCorrelated,scaled,6496,42,324.8000,6497,116948,76267,40681,0,0.652145,6472,25,0.996152,5929,4572.3029,1195698.0486,29706252,389.5034,11.738803
324,20,InverseCorrelated,scaled,5582,42,279.1000,5583,100495,67364,33131,0,0.670322,5529,54,0.990328,7838,5563.3172,3612803.9988,31060000,461.0771,12.065914
325,20,InverseCorrelated,scaled,4197,42,209.8500,4198,75565,51771,23794,0,0.685119,4185,13,0.996903,9974,6788.9021,6032572.3804,28499811,550.4976,12.332301
326,20,InverseCorrelated,scaled,4745,42,237.2500,4746,85430,56536,28894,0,0.661782,4727,19,0.995997,8834,6646.5274,3382069.7334,31544419,557.9528,11.912347
327,20,InverseCorrelated,scaled,5660,42,283.0000,5661,101900,63885,37160,855,0.626938,5581,80,0.985868,7557,5393.0705,2932739.5681,30530172,477.8927,11.285109
328,20,InverseCorrelated,scaled,5647,42,282.3500,5648,101666,72433,29233,0,0.712460,5601,47,0.991678,7539,5695.6181,2955532.6011,32168851,444.1187,12.824540
329,20,InverseCorrelated,scaled,5104,42,255.2000,5105,91891,68307,23584,0,0.743348,5045,60,0.988247,9006,6894.4625,4317134.2380,35196231,515.2654,13.380411
330,20,InverseCorrelated,scaled,4420,42,221.0000,4421,79580,59441,20139,0,0.746934,4394,27,0.993893,9946,7518.3307,4282953.3849,33238540,559.1854,13.445148
331,20,InverseCorrelated,scaled,4848,42,242.4000,4849,87283,70450,16833,0,0.807145,4848,1,0.999794,9558,7833.0289,3392610.0243,37982357,539.1392,14.528769
332,20,InverseCorrelated,scaled,5443,42,272.1500,5444,97993,71192,26801,0,0.726501,5405,39,0.992836,8771,7096.0709,4135172.5751,38631010,542.6313,13.077149
333,20,InverseCorrelated,scaled,3891,42,194.5500,3892,70058,42993,27065,0,0.613677,3815,77,0.980216,10362,6841.7980,6996822.2120,26628278,619.3631,11.046506
334,20,InverseCorrelated,scaled,6055,42,302.7500,6056,109010,70638,38372,0,0.647996,6007,49,0.991909,6665,5028.3833,1832224.6948,30451889,431.0978,11.664135
335,20,InverseCorrelated,scaled,4699,42,234.9500,4700,84601,61376,23225,0,0.725476,4687,13,0.997234,9923,7895.6864,3389143.7965,37109726,604.6293,13.058723
336,20,InverseCorrelated,scaled,4310,42,215.5000,4311,77599,58051,19323,225,0.748090,4230,81,0.981211,9723,6504.4296,6302027.9175,28040596,483.0338,13.465785
337,20,InverseCorrelated,scaled,4941,42,247.0500,4942,88957,65358,23599,0,0.734715,4941,1,0.999798,9538,7765.5210,3008890.9663,38377205,587.1845,13.225010
338,20,InverseCorrelated,scaled,5255,42,262.7500,5256,94610,71287,23323,0,0.753483,5250,6,0.998858,8765,6807.6221,3467538.8896,35780862,501.9269,13.562976
